,trn_loss,val_loss,val_rel_err,val_rel_err_o,val_rel_err_h
0,0.034302247180219486,0.001994869873269478,0.03682631950291949,0.039355687189660156,0.03671487742747421
1,0.0007724094834532046,0.000251778778088148,0.01060906611787131,0.010423559381384622,0.010617239094152816
2,0.00016579557862490046,8.083305924000106e-05,0.007691200367323431,0.008043783035254024,0.007675665936225497
3,8.818376084739979e-05,8.112382363160364e-05,0.007572058676895024,0.0075152990412860835,0.007574559421488127
4,0.00012071169523621279,0.00011410660766774872,0.00929772579304583,0.00983333965545198,0.009274127141394122
5,0.00015322668803754733,0.000205111466480609,0.012589982987923683,0.01450051748530416,0.012505807110119406
6,0.00014326163378310455,6.327675324006366e-05,0.006887367022641221,0.008427184963135784,0.0068195244396695495
7,0.00016086748770678615,7.807689649651955e-05,0.007671775735720705,0.00812258456804214,0.007651913531473333
8,0.00010387628580632222,7.146553523698576e-05,0.007363567338368387,0.008290620072371219,0.007322722384550245
9,0.00016409319108826964,0.00012213053033704207,0.009737800750754408,0.010328226018944144,0.009711787158880852
10,9.378366926225593e-05,5.794973181906453e-05,0.006470876445350574,0.007312577901441564,0.006433791963075232
11,8.424300534942046e-05,5.975516199293829e-05,0.006929521760409635,0.007872922052395452,0.0068879566837843536
12,0.00021547089601708913,6.828077827567534e-05,0.0072460410295438855,0.007554202476517521,0.00723246374079162
13,7.373801058259898e-05,0.00021520993120078302,0.01342936888480327,0.014610232011647751,0.013377341356934485
14,0.00014469967618847452,9.789393929223257e-05,0.009047540497688389,0.010330072234593151,0.008991033596928379
15,6.901823359625082e-05,5.065936240596669e-05,0.006132969937315563,0.007044128063195474,0.006092825304152142
16,6.599197698367606e-05,0.00010923089866450788,0.009579385307450622,0.010205782988031903,0.009551786588099586
17,0.00010988912248467724,6.858725805797337e-05,0.007252045849630331,0.007994483247276925,0.007219334934091557
18,6.025153288872375e-05,5.47268810809637e-05,0.006497220028254163,0.008078627104155595,0.006427545092222774
19,9.03107636634689e-05,4.489269338200525e-05,0.005795537463521559,0.0069333847152543825,0.005745405198455374
20,8.271269011679316e-05,9.23788928655158e-05,0.008516088694793629,0.008591901935909523,0.008512748246845054
21,0.0001324574826962047,5.899255609623396e-05,0.006658518919576899,0.00769807746771305,0.006612717145413012
22,6.973231205215053e-05,3.934105740605081e-05,0.005271248731321048,0.005681959867866575,0.0052531531782992885
23,7.545311285290516e-05,0.00013351966629378002,0.010546789509206733,0.010865498504498068,0.010532747418316566
24,0.00011767951653938583,0.0003129059054556211,0.016153042399834307,0.018385171423731424,0.016054696975055315
25,0.00012335491428879666,5.0801068882031945e-05,0.006081287483658737,0.007220706528876039,0.006031085973921921
26,6.573579238807224e-05,7.451095982818181e-05,0.007648831483678776,0.008799943455159479,0.00759811486537301
27,7.851263465708692e-05,0.00017603425725068152,0.012464208403684231,0.014204211139292799,0.012387545664447734
28,0.00015015267704225973,5.199708185758321e-05,0.0061168040674911914,0.007713780731773402,0.00604644322378696
29,5.43099899646693e-05,7.795873128433229e-05,0.0078357232631209,0.008768249529726244,0.007794637168640408
30,9.400373736878693e-05,7.373276994669661e-05,0.007584208167017763,0.008573237946285865,0.007540632732748357
31,6.598403273634679e-05,4.85618321598417e-05,0.0059385577780272526,0.006691477905557031,0.005905384973837069
32,7.327326176037001e-05,4.6793392422201326e-05,0.005922868182121672,0.006401758547179443,0.005901768848921247
33,8.694746012657117e-05,5.0974956979520845e-05,0.006131571940575384,0.006900056828245271,0.006097713165633006
34,6.29304646942361e-05,4.719372291879478e-05,0.005968344015325088,0.006899845039544735,0.005927303189877132
35,6.178830114864976e-05,4.235676203741377e-05,0.005802781307539785,0.006454322668992246,0.0057740750913412965
36,8.529431505766175e-05,0.00012805550656362535,0.0103608644962939,0.011848524565042285,0.010295319861702977
37,0.0001018300291602035,8.271314667749492e-05,0.007654070231476909,0.008342449538010159,0.007623740914754075
38,7.19213923281595e-05,4.7461711705733544e-05,0.0060080294221609605,0.005990030062982497,0.006008822363509721
39,7.63413354468137e-05,7.352968500783466e-05,0.007416520666986962,0.007478774966636265,0.007413777679214179
40,6.371802672522154e-05,6.409149433104584e-05,0.007317628009072739,0.007359461611170282,0.007315784669668868
41,7.534135008195513e-05,4.5683695215552366e-05,0.005813179175200267,0.00640414289492705,0.0057871418168464585
42,6.747337564878265e-05,5.414909197532722e-05,0.006312938681321527,0.007103847889420193,0.006278092041900364
43,5.6698628004591043e-05,3.870686723880114e-05,0.005390092727923922,0.005853606281878273,0.005369670849907808
44,0.0001268546386828019,0.00011736919411434402,0.009349404268373227,0.010352233118768516,0.009305220679885212
45,9.823862083929765e-05,0.00019664529445807762,0.012353236636323582,0.012746537996886756,0.01233590811130724
46,6.848625704631748e-05,4.325482159689437e-05,0.005719679308465122,0.005870542110227423,0.005713032354743342
47,0.00010168444091564285,9.621984269288822e-05,0.008169107296448075,0.010878221348958102,0.008049746950186433
48,5.720007630312439e-05,3.894532150471558e-05,0.0055730793469511,0.005888996225038644,0.005559160348266982
49,4.4552860906590425e-05,3.8050228471112306e-05,0.00525936980484087,0.005381694417914534,0.005253980358166451
50,7.257003794894155e-05,5.0672595125349295e-05,0.006248562657363801,0.006554523400641326,0.006235082307281937
51,5.528846367102116e-05,5.1259048527469456e-05,0.006477682899466617,0.007789434734627983,0.0064198885636112
52,5.25078724157754e-05,3.4223579155574465e-05,0.0051357296074036754,0.00530164909906459,0.005128419270966449
53,3.848144642863361e-05,3.708851406873825e-05,0.005440851240011794,0.005902941482053852,0.005420491991851015
54,5.7584329259283646e-05,5.5612206187142015e-05,0.006652961931984135,0.007913216172791995,0.0065974365744880656
55,6.813915524307068e-05,3.4292155753010305e-05,0.005180666806038887,0.005944257089666103,0.005147024037452704
56,4.87940756183793e-05,4.5682038106056383e-05,0.006217016685195152,0.006373377225286127,0.006210127638125191
57,5.065457716584603e-05,9.760297241429316e-05,0.009192995533638133,0.010297906816569235,0.009144314349688456
58,4.67939850642858e-05,4.279201806711494e-05,0.0058048893016245115,0.006748814161194827,0.005763301052504161
59,5.8149069971864533e-05,3.346098829964582e-05,0.004946964412698983,0.005628376937617408,0.004916942145609599
60,5.0021499437483524e-05,8.00505470968705e-05,0.007995837027125028,0.008625758186523136,0.00796808324054447
61,9.509305632212198e-05,6.944739222799726e-05,0.00757500836515992,0.00885994320761895,0.007518395547098575
62,7.539933179799636e-05,0.00012662814077463633,0.010520669232686705,0.01125628774684276,0.010488258748646116
63,6.84514616668071e-05,0.00011801812493304248,0.009597644800526972,0.011848217443957398,0.009498487163152632
64,8.340900356830655e-05,7.515385744132097e-05,0.007455498660277744,0.008840856748019326,0.007394461342296981
65,7.126370524857197e-05,0.00010091853624500475,0.008443190383633064,0.011071504756544993,0.008327389938233712
66,8.615095941813937e-05,3.895713420966522e-05,0.005406606056561759,0.005729267358091664,0.00539239002746788
67,5.8218936004990926e-05,5.225940127067455e-05,0.006348389060561581,0.006772060597099489,0.006329722638702123
68,5.3168954874775146e-05,5.527993452669062e-05,0.006589498706635432,0.006377168667490577,0.006598853763950422
69,8.952384698691865e-05,4.032570460794261e-05,0.0054213188512693055,0.0063533397233812286,0.005380255079372646
70,4.465202298198315e-05,3.485544011704224e-05,0.005177617503788556,0.005297928644945846,0.0051723165834242895
71,4.4025751207152614e-05,4.148527340793443e-05,0.005704167223335125,0.006244573236650384,0.005680357475267921
72,5.1296157858849654e-05,4.8930657562617225e-05,0.0062522840941924155,0.006648269315092592,0.006234837355298872
73,6.799736118712008e-05,3.773223338242973e-05,0.005359750917448124,0.0058658624498632034,0.005337452175879767
